Rating,Title,Date,Verified Purchase,Body,Helpful Votes
3.0,Would have given 5 stars BUT they changed them!!! :(,"October 9, 2015",Yes,"Would have rated 5 stars but.......My dogs loved them and I also used to be able to easily grind them down into a powder to sprinkle on their food when they were being picky about eating. This helped tremendously, especially for my diabetic dog who HAS to eat. Unfortunately, I had to downgrade to 3 stars because most recent bag was ""diced"" not formed. I had no clue they had changed until I got the bag and was VERY SURPRISED. Now I see the sentence at the very bottom of the description saying they changed them,my unfortunately, most people don't read the description every time they order something they order regularly...The new treats are tiny compared to the old ones, Some are mere crumbs. They do not grind down well into a powder like the old ones used to and I have very big dogs, so to even use them as a regular treat, would be just a tease. They don't seem to like them as much as the old version either. They almost seem a slightly different texture. They might work ok for smaller dogs...While I was a repeat customer, I am not sure I will be ordering these anymore now that they have changed them, I just can't justify paying this price for a bag that's half the size of the old one (still weighs the same) when Hal the bag is essentially crumbs and even as crumbs, they still don't grind down as well into the fine powder I use to sprinkle on food if needed. If I wasn't disabled, making getting to the post office difficult, I may have actually returned this bag...I'll keep an eye on the product to see if they ever decide to offer the old version again,",2
5.0,Five Stars,"April 2, 2018",Yes,Works great for my shepherd and I highly recommend this one.,0
5.0,Good quality. Durable the rubber on the bottom keeps ...,"March 5, 2018",Yes,Good quality. Durable the rubber on the bottom keeps them in place. Just a bit shallow but they work.,0
5.0,Great product,"March 9, 2018",Yes,This really gets the hair off. I am amazed at how well it works.,0
5.0,"Durable, comfortable handles","March 28, 2018",Yes,Training leash with handle near collar helps to control my crazy Weimaraner with squirrels!,0
5.0,Awesome!,"November 25, 2017",Yes,This brush is awesome. Includes two different size brush heads and cleans very easily.,0
5.0,We break up the tablet very easily and put in their wet food,"November 14, 2015",Yes,This product was purchased for 6 senior cats.  We break up the tablet very easily and put in their wet food.  I can already tell the difference in them it must be working.,1
5.0,"Good quality, easy to dose and the dogs like them.","August 29, 2015",Yes,"These arrived quickly and in good condition.  The tablets break easily for smaller dogs, and appear to taste good as the dogs practically inhaled them.  An easy way to dose quality omegas without dealing with snipping the ends of gel caps to squirt on food.",0
5.0,I'd recommend,"March 7, 2017",Yes,So far great set! Good quality stainless steel bowls with rubber trim for non skid. Good weight to them.  Nice paw designs around. Just like the pics. I'd recommend.,1
5.0,Great Bowls❣,"March 15, 2016",Yes,Great bowls!! My German Shepard puppy was always spilling her water on purpose. Now she can't turn these bowls over.,2
4.0,Great dog snack,"December 27, 2015",Yes,"I like that I know I am giving a healthy snack to my Pom.  She didn't care for it at first, but got to appreciate the taste soon after.  She likes how it smells too. She begs and does tricks just to get one. I took away 1 star because I think it crumbles easily. I have to cut it to small pieces sometimes since my dog is little.",0
4.0,Four Stars,"December 29, 2017",Yes,"Took a few weeks, but seems to have improved the skin and coat of our furkids.",0
4.0,Four Stars,"October 21, 2016",Yes,They weren't as big as I expected them to be but they serve there purpose and are cute,1
3.0,Very good.,"June 29, 2016",Yes,"Smaller than anticipated. Nice product, fair price...*Edit* the rubber bottom fell off one of the bowls.",1
5.0,"I like it, but my cats LOOOOOOVE it!","June 6, 2015",Yes,"<div class=""a-section a-spacing-small a-spacing-top-mini video-block"" id=""video-block-REJM7WZ1OBYA5""></div><input class=""video-url"" name="""" type=""hidden"" value=""https://images-na.ssl-images-amazon.com/images/I/B1ToOh9UDJS.mp4""/><input class=""video-slate-img-url"" name="""" type=""hidden"" value=""https://images-na.ssl-images-amazon.com/images/I/61rh75J4G4S.png""/> This window bird feeder works well.. Maybe a little TOO well, actually -- as my cats have become entirely obsessed with it.  I purchased this as a source of amusement for my cats and I gotta say they absolutely adore it.  Birds are flocking to it and the cats watch from inside the safety of the house for hours and hours.  Even at night they still sit and watch and wait, hoping for some elusive night bird to swoop down into their sites.  Eventually I just have to close the curtain and say to my disappointed cat audience ""Sorry, show's over for tonight. Come back tomorrow!""..As far as the feeder itself, it has been performing like a champ.  Suction cups hold it securely in place and have successfully supported anywhere from 1-6 birds at once.  Weather says warm out here year round, so I don't know how it would perform in the cold/snow.  Removable seed tray is easy to take off and refill in seconds.  I like the clean, simple, functional design.  I may order another for a different window -- give the cats some variety!",2
5.0,Great treat made in the USA!,"August 27, 2015",Yes,My pups are really enjoying this!  I love that they're made in the USA with no chemical additives.  This will definitely be an addition to the treat menu for my 3 picky fox terriers!,1
5.0,"Nothing special, but the bowls were delivered promptly and ...","February 23, 2016",Yes,"Nothing special, but the bowls were delivered promptly and look as advertised.  Most importantly, they cost about 25% of what they would have at Pets Plus.",1
5.0,Five Stars,"December 24, 2016",Yes,My yourkie loves these but only when there food &amp; water in them. :),1
5.0,Best Dog Shampoo Ever,"August 6, 2015",Yes,"My dog is an Australian Labradoodle, three years old.  I've tried 6 different high end shampoos for her, but none works as well as OMEGAPET Shampoo.  It gives a good lather, cleans superbly, and leaves her coat soft and shiny.  The fragrance is natural and light.  She is not scratching to relieve itches any more.  The effects (soft, shiny coat; no itching; clean coat) - all last longer as well.  I highly recommend this product.  I will use only OmegaPet from now on.  It's price is not outrageous, either.  It is wonderful.",0
5.0,Great product and it works,"September 10, 2016",Yes,This is great and can tell its working. My dog (BabyGirl) loves them. She thinks it's a treat,1
1.0,Our dog seems to like them.,"August 29, 2015",Yes,"Received on time and as promised. Our dog seems to like them...10/23/15 Revised review. I just opened the new bag. THEY ARE AWFUL. They are in little pieces and crumble at the touch of them. There is maybe 1/4 if the bag that is to size.  How can I feed by dog crumbs??? Are you kidding me.  For $25.00 they should be better, like they used to me. I will not be purchasing again.",0
5.0,I bought this product to have extra bowls. Product ...,"April 27, 2016",Yes,"I bought this product to have extra bowls. Product is as descibed, but the bowls are very light weight and if they aren't on a rug dog will be chasing the bowl to eat.",2
5.0,Five Stars,"June 9, 2017",Yes,just what I wanted  we love it  so we got 2 now  I drilled some holes in bottom so water would run out when it rains,0
5.0,Five Stars,"February 19, 2018",Yes,Works great and our short-haired German Shepherd loves it.,0
5.0,Five Stars - All The Way!!!,"April 8, 2015",Yes,It's definitely a must try.  It worked for my 4 fur babies and it leaves a very soft touch to them after. It does not smell as strong as others I've tried and they truly work.  Five star also for customer service :-),1
5.0,These bowls work great - just what we needed for our puppy,"June 29, 2016",Yes,These bowls work great - just what we needed for our puppy.  They don't slide around at all so he can't make a mess.,1
5.0,Five Stars,"July 18, 2017",Yes,so cute,1
5.0,... okay but the button to release the hair isn't perfect. Works sometimes,"August 23, 2017",Yes,Great alternative to a costly Furminator. Customer service is great! Does the job on my 2 Huskys.,0
1.0,Doesn't Work,"January 15, 2019",Yes,This had absolutely no effect on deterring my dogs. They just ignore it. Very disappointing.,0
5.0,Great brush!,"June 21, 2018",Yes,"I bought this brush to use on my cat and dog. Surprisingly it exceeded my expectations for the price! It works great, came in quick, and the price is better than what I found at local pet stores.",0
