,article_title
1973,gender letter: ditch the tropes: these holiday movies won’t make you roll your eyes
1974,out there: apollo 8’s earthrise: the shot seen round the world
1975,stewing black-eyed peas for new year’s luck
1976,ruth bader ginsburg underwent cancer surgery
1977,gofundme campaign to build border wall raises more than $12 million
1978,a possible government shutdown? here’s where things stand
1979,old mines are full of dangers (and possibilities)
1980,"a government shutdown would affect hundreds of thousands of workers, plus holiday travelers. tell us your story"
1981,doug jones ‘outraged’ by russian-style tactics used in his senate race
1982,"upheaval in national security, government and the markets: here’s the state of play"
1983,court temporarily halts emoluments suit against trump
1984,"rescue highlights dangers, and possibilities, at old mining sites"
1985,take a number: long-acting contraceptives gaining acceptance among u.s. women
1986,"where government is a dirty word, but its checks pay the bills"
1987,poor weather spoils getaway day for holiday travelers in u.s.
1988,"‘we’re not voting on anything’ until a deal is reached, says corker"
1989,fed official tries to soothe nervous investors
1990,"gofundme campaign to build border wall raises millions, riles migrant advocates"
1991,a shutdown might not have much immediate impact on the economy
1992,"‘his wall does not have 60 votes,’ schumer says in rebuke of trump"
1993,america’s allies fear that traditional ties no longer matter under trump
1994,"russians tried, but were unable to compromise midterm elections, u.s. says"
1995,"fact check of the day: in tweetstorm, trump bends truth on foreign policy and the border wall"
1996,"demanding wall funding, trump balks at bill to avert shutdown"
1997,"news analysis: after mattis’s resignation, a president unbound"
1998,mattis’s resignation creates new cracks between g.o.p. lawmakers and trump
1999,"trump pulling 7,000 troops from afghanistan, officials say"
2000,"shan goshorn, whose cherokee art was political, dies at 61"
2001,u.s. accuses chinese nationals of infiltrating corporate and government technology
2002,acting attorney general whitaker won’t recuse himself from russia inquiry
2003,justice department investigating migrant shelter provider
2004,"jim mattis, defense secretary, resigns in rebuke of trump’s worldview"
2005,a memo and a recusal decision underscore potential threats to the mueller inquiry
2006,beyond the wall at mexico’s border: six photojournalists’ perspectives
2007,"u.s. to withdraw about 7,000 troops from afghanistan, officials say"
2008,"on politics: mattis resigns over syria plan, while putin praises it"
2009,cancer doctors see encouraging signs for ruth bader ginsburg
2010,pope francis calls on abusive priests to turn themselves in
2011,live briefing: updates on the looming government shutdown: deadline dealmaking on capitol hill
2012,pentagon considers using special operations forces to continue mission in syria
2013,glee in russia over trump’s foreign policy largess
2014,7 powerful stories about race from 2018
2015,"in a flash, u.s. military policy turns inward and echoes across the globe"
2016,"as shutdown begins, lawmakers grasp for a way out"
2017,facebook closes 5 accounts tied to russia-like tactics in alabama senate race
2018,"the wall and the shutdown, explained"
2019,"from parks to airports, how a shutdown would affect federal agencies"
2020,"unpaid agents, dark visitor centers, closed trails: effects of the shutdown beginning"
2021,2018 in review: the highs and lows of trump’s year
2022,government to shutdown: house and senate adjourn with no spending deal
2023,trump policy gyrations threaten fragile republican coalition
2024,reliable allies refuse to defend a president content with chaos
2025,supreme court won’t revive trump policy limiting asylum
2026,"on capitol hill, a fittingly chaotic end to a tumultuous year"
2027,last-minute shoppers increasingly trust only amazon to deliver
2028,"trump stokes fears in pre-shutdown video, declaring ‘we need a great barrier’"
2029,"facing campus protests, ‘hamilton’ will relocate puerto rico run"
2030,what happens when the government shuts down?
2031,"christmas is near, but the news won’t stop. here’s what to follow."
2032,ruth bader ginsburg undergoes cancer surgery
2033,shutdown might not have much immediate impact on the economy
2034,student targeted by ‘troll storm’ hopes settlement will send message to white supremacists
2035,trump threatens a shutdown that will ‘last for a very long time’
2036,trump threatens a government shutdown that will ‘last for a very long time’
2037,federal government on path to shutdown as talks fail to yield compromise
2038,shutdown to take effect at midnight as talks fail to break impasse
2039,government shuts down as talks fail to break impasse
2040,on politics: the biggest stories of the week
2041,"news analysis: with the generals gone, trump’s ‘america first’ could fully emerge"
2042,some hershey’s kisses are missing tips and bakers want to know why
2043,government shutdown to continue for days as senate adjourns until thursday
2044,vaccine for honeybees could be a tool to fight population decline
2045,oklahoma church erects fence around nativity scene to protest trump border policies
2046,white house budget chief says shutdown may extend into january
2047,shutdowns ‘are all games of chicken.’ here’s how they’ve evolved.
2048,mulvaney and mnuchin say trump knows he lacks authority to fire fed chairman
2049,"trump, angry over mattis’s rebuke, removes him 2 months early"
2050,"for trump, ‘a war every day,’ waged increasingly alone"
2051,native american homeless crisis in minnesota inspires an unlikely alliance
2052,"how to keep baby jesus in the manger? bolts, cameras and tethers"
2053,sidebar: texas’ one-stop shopping for judge in health care case
2054,"roberts, leader of supreme court’s conservative majority, fights perception that it is partisan"
2055,"eleanor maccoby, pathbreaker on how boys and girls differ, dies at 101"
2056,"far from washington, the routine symbiosis of the border plays out in texas and mexico"
2057,a shutdown for weeks? washington merely shrugs
2058,"frustrated by shutdown, states spend to keep national parks open"
2059,north korea is ordered to pay otto warmbier’s family over $501 million in damages
2060,impact of border deployments is felt by troops at home and away
2061,"maine republican drops challenge to state’s new vote system, conceding house race"
2062,"not a ‘department of no,’ new defense chief turns trump’s demands into policy"
2063,women’s march roiled by accusations of anti-semitism
2064,"texas tent city housing 2,500 migrant children is said to close in january"
2065,stock market rout has trump fixated on fed chair powell
2066,"peddled on the streets of los angeles: ice cream, hot dogs, and fake social security cards"
2067,trump renews attack on fed as mnuchin tries to calm markets
2068,"with tech expansion, austin is still weird. it’s just more wired now, too"
2069,new york city’s public housing is in crisis. will washington take control?
2070,how did rifles with an american stamp end up in the hands of african poachers?
2071,"on christmas, trump again lobbies for border wall"
2072,"in latest shutdown, some lawmakers see a diminished congress"
2073,gov. jerry brown commutes 131 sentences and orders dna testing in death row case
2074,trump’s christmas message: ‘it’s a disgrace what’s happening’
2075,"with outsize influence, black voters are ready to make themselves heard"
2076,"kids, please don’t read this article on what trump said about santa claus"
